"STATION","DATE","AWND","TAVG","TMAX","TMIN","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22"
"USW00014765","2012-09-23","7.16",,"70","49","    1",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00014765","2012-09-24","4.47",,"67","45",,,,,,,,,,,,,,,"    1",,,,,
"USW00014765","2012-09-25","8.05",,"72","44",,,,,,,,,,,,,,,,,,,,
"USW00014765","2012-09-26","9.62",,"72","57",,,,,,,,,,,,,,,"    1",,,,,
"USW00014765","2012-09-27","7.16",,"74","55",,,,,,,,,,,,,,,,,,,,
"USW00014765","2012-09-28","7.61",,"62","55","    1",,,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00014765","2012-09-29","6.93",,"58","55","    1",,,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00014765","2012-09-30","4.92",,"61","51","    1",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00014765","2012-10-01","9.40",,"70","48",,,,,,,,,,,,,,,,,,,,
"USW00014765","2012-10-02","4.03",,"70","55","    1",,,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00014765","2012-10-03","5.59",,"67","60","    1",,,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00014765","2012-10-04","5.37",,"66","61","    1",,,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00014765","2012-10-05","4.03",,"77","54","    1","    1",,,,,,,,,,"    1",,,,,,,,
"USW00014765","2012-10-06","8.95",,"78","50","    1",,,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00014765","2012-10-07","4.03",,"59","44","    1",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00014765","2012-10-08","4.25",,"57","40","    1",,,,,,,,,,,,,,"    1",,,,,
"USW00014765","2012-10-09","9.40",,"59","51",,,,,,,,,,,,,"    1",,,,,,,
"USW00014765","2012-10-10","7.38",,"64","50","    1",,,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00014765","2012-10-11","8.05",,"60","43",,,,,,,,,,,,,,,,,,,,
"USW00014765","2012-10-12","8.28",,"58","37",,,,,,,,,,,,,,,"    1",,,,,
"USW00014765","2012-10-13","5.59",,"53","31",,,,,,,,,,,,,,,,,,,,
"USW00014765","2012-10-14","10.29",,"69","41",,,,,,,,,,,,,,,"    1",,,,,
"USW00014765","2012-10-15","12.97",,"73","62","    1",,,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00014765","2012-10-16","10.29",,"63","43",,,,,,,,,,,,,,,"    1",,,,,
"USW00014765","2012-10-17","3.13",,"63","36",,,,,,,,,,,,,,,,,,,,
"USW00014765","2012-10-18","5.14",,"63","40","    1",,,,,,,,,,,,,,,,,,,
"USW00014765","2012-10-19","9.62",,"68","52",,,"    1",,,,,,,,,"    1","    1",,"    1",,,,,
"USW00014765","2012-10-20","8.05",,"74","52",,,"    1",,,,,,,,,"    1",,,"    1",,,,,
"USW00014765","2012-10-21","6.93",,"65","45",,,,,,,,"    1",,,,,,,,,,,,
"USW00014765","2012-10-22","10.29",,"66","49",,,,,,,,,,,,,,,,,,,,
"USW00014765","2012-10-23","4.03",,"67","43",,,,,,,,,,,,,"    1",,"    1",,,,,
"USW00014765","2012-10-24","4.70",,"56","48",,,,,,,,,,,,,"    1",,"    1",,,,,
"USW00014765","2012-10-25","2.46",,"62","43",,,,,,,,,,,,,,,,,,,,
"USW00014765","2012-10-26","3.80",,"65","44",,,,,,,,,,,,,,,,,,,,
"USW00014765","2012-10-27","5.59",,"67","50",,,,,,,,,,,,,,,,,,,,
"USW00014765","2012-10-28","14.76",,"58","52",,,,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00014765","2012-10-29","24.16",,"67","53","    1",,,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00014765","2012-10-30","8.28",,"68","53","    1",,,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00014765","2012-10-31","6.26",,"55","48","    1","    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00014765","2012-11-01","5.82",,"57","42",,,,,,,,,,,,,"    1",,,,,,,
"USW00014765","2012-11-02","7.38",,"54","43",,,,,,,,,,,,,"    1",,"    1",,,,,
"USW00014765","2012-11-03","9.62",,"55","40",,,,,,,,,,,,,,,,,,,,
"USW00014765","2012-11-04","7.16",,"56","36",,,,,,,,,,,,,,,,,,,,
"USW00014765","2012-11-05","8.95",,"46","31",,,,,,,,,,,,,,,,,,,,
"USW00014765","2012-11-06","5.82",,"43","24",,,,,,,,,,,,,,,,,,,,
"USW00014765","2012-11-07","19.46",,"45","32","    1",,,,,,,,,,,"    1",,,"    1",,"    1",,,
"USW00014765","2012-11-08","23.26",,"40","32","    1",,,,,,,,,,,"    1","    1",,"    1",,"    1",,,
"USW00014765","2012-11-09","10.29",,"55","37",,,,,,,,,,,,,,,,,,,,
"USW00014765","2012-11-10","4.47",,"57","38",,,,,,,,,,,,,,,,,,,,
"USW00014765","2012-11-11","5.59",,"64","41",,,,,,,,,,,,,,,,,,,,
"USW00014765","2012-11-12","9.17",,"68","45","    1","    1",,,,,,,,,,"    1",,,,,,,,
"USW00014765","2012-11-13","11.41",,"65","41","    1",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00014765","2012-11-14","11.41",,"48","35",,,,,,,,,,,,,,,,,,,,
"USW00014765","2012-11-15","10.07",,"41","35",,,,,,,,,,,,,,,,,,,,
"USW00014765","2012-11-16","6.04",,"47","32",,,,,,,,,,,,,,,,,,,,
"USW00014765","2012-11-17","6.04",,"51","30",,,,,,,,,,,,,,,,,,,,
"USW00014765","2012-11-18","5.82",,"50","29",,,,,,,,,,,,,,,,,,,,
"USW00014765","2012-11-19","8.28",,"50","32",,,,,,,,,,,,,,,,,,,,
"USW00014765","2012-11-20","7.61",,"51","33",,,,,,,,,,,,,,,,,,,,
"USW00014765","2012-11-21","8.72",,"53","37",,,,,,,,,,,,,,,,,,,,
"USW00014765","2012-11-22","4.03",,"55","34","    1",,,,,,,,,,,"    1",,,,,,,,
"USW00014765","2012-11-23","4.70",,"55","32","    1","    1",,,,,,,,,,"    1",,,,,,,,
"USW00014765","2012-11-24","12.30",,"49","32",,,,,,,,,,,,,,,"    1",,"    1",,,
"USW00014765","2012-11-25","13.20",,"41","31",,,,,,,,,,,,,,,,,,,,
"USW00014765","2012-11-26","8.72",,"47","30",,,,,,,,,,,,,,,,,,,,
"USW00014765","2012-11-27","4.03",,"38","30","    1",,,,,,,,,,,"    1",,,"    1",,"    1",,,
"USW00014765","2012-11-28","8.72",,"40","27","    1",,,,,,,,,,,"    1",,,,,"    1",,,
"USW00014765","2012-11-29","9.40",,"42","28",,,,,,,,,,,,,,,,,,,,
"USW00014765","2012-11-30","8.05",,"39","29",,,,,,,,,,,,,,,,,,,,
"USW00014765","2012-12-01","7.38",,"36","29","    1",,,,,,,,,,,"    1",,,,,"    1",,,
"USW00014765","2012-12-02","5.37",,"57","36",,"    1",,,,,,"    1",,,,"    1",,,"    1",,,,,
"USW00014765","2012-12-03","7.16",,"60","36","    1",,,,,,,,,,,"    1",,,,,,,,
"USW00014765","2012-12-04","4.70",,"59","32",,,,,,,,,,,,"    1",,,"    1",,,,,
"USW00014765","2012-12-05","13.65",,"59","34",,,,,,,,,,,,,,,"    1",,,,,
"USW00014765","2012-12-06","5.59",,"41","25",,,,,,,,,,,,,,,,,,,,
"USW00014765","2012-12-07","2.24",,"45","24","    1",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00014765","2012-12-08","4.25",,"49","44","    1",,,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00014765","2012-12-09","6.71",,"50","40","    1",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00014765","2012-12-10","5.82",,"62","42",,,"    1",,,,,,,,,"    1","    1",,"    1",,,,,
"USW00014765","2012-12-11","9.40",,"58","35",,,,,,,,,,,,"    1",,,"    1",,,,,
"USW00014765","2012-12-12","4.25",,"41","30",,,,,,,,,,,,,,,,,,,,
"USW00014765","2012-12-13","2.91",,"45","28","    1",,,,,,,,,,,,,,,,,,,
"USW00014765","2012-12-14","5.59",,"49","25","    1",,,,,,,,,,,,,,,,,,,
"USW00014765","2012-12-15","4.03",,"44","28",,,,,,,,,,,,,,,,,,,,
"USW00014765","2012-12-16","8.28",,"38","31",,,,"    1",,,,,,,,"    1",,,"    1",,,,,
"USW00014765","2012-12-17","9.62",,"43","38","    1",,,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00014765","2012-12-18","6.71",,"53","40","    1",,,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00014765","2012-12-19","14.09",,"48","37",,,,,,,,,,,,,,,,,,,,
"USW00014765","2012-12-20","5.82",,"45","34",,,,,,,,,,,,,,,,,,,,
"USW00014765","2012-12-21","15.43",,"55","38","    1",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00014765","2012-12-22","15.21",,"40","32",,,,,,,,,,,,,,,"    1",,"    1",,,
"USW00014765","2012-12-23","10.07",,"40","29",,,,,,,,,,,,,,,,,,,,
"USW00014765","2012-12-24","3.36",,"41","26",,,,,,,,,,,,,,,,,"    1",,,
"USW00014765","2012-12-25","7.61",,"36","27","    1",,,,,,,,,,,"    1","    1",,"    1",,"    1",,,
"USW00014765","2012-12-26","9.17",,"37","22",,,,"    1",,,,,,,,"    1",,,"    1",,"    1",,,
"USW00014765","2012-12-27","14.76",,"48","33",,,,"    1",,,,,,,,,"    1",,"    1",,"    1",,,
"USW00014765","2012-12-28","10.29",,"37","25",,,,,,,,,,,,,,,,,"    1",,,
"USW00014765","2012-12-29","7.61",,"34","22",,,,,,,,"    1",,,,"    1",,,,,"    1",,,"    1"
"USW00014765","2012-12-30","14.99",,"31","22","    1",,,,,,,,,,,"    1",,,,,"    1",,,
"USW00014765","2012-12-31","9.84",,"35","18",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-01-01","10.74",,"37","22",,,,,,,,,,,,,,,,,"    1",,,
"USW00014765","2013-01-02","8.50",,"31","16",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-01-03","6.26",,"26","9",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-01-04","11.18",,"37","22",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-01-05","8.05",,"42","22",,,,,,,,"    1",,,,,,,,,,,,
"USW00014765","2013-01-06","4.92",,"42","24",,,,,,,,,,,,"    1",,,,,"    1",,,
"USW00014765","2013-01-07","6.71",,"42","23",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-01-08","6.93",,"48","20","    1",,,,,,,,,,,"    1",,,,,,,,
"USW00014765","2013-01-09","5.82",,"46","23",,,,,,,,"    1",,,,"    1",,,"    1",,,,,
"USW00014765","2013-01-10","10.29",,"47","34",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-01-11","1.34",,"41","26","    1",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00014765","2013-01-12","2.91",,"44","39","    1","    1",,,,,,,,,,,"    1",,"    1",,,,,
"USW00014765","2013-01-13","5.14",,"55","42","    1","    1",,,,,,,,,,"    1",,,,,,,,
"USW00014765","2013-01-14","9.40",,"62","40","    1","    1",,,,,,,,,,,"    1",,"    1",,,,,
"USW00014765","2013-01-15","4.92",,"42","36","    1",,,,,,,,,,,,,,"    1",,,,,
"USW00014765","2013-01-16","4.92",,"37","32","    1",,,,,,,,,,,"    1","    1",,"    1",,"    1",,,
"USW00014765","2013-01-17","8.28",,"42","31",,,,,,,,,,,,,,,,,"    1",,,
"USW00014765","2013-01-18","11.86",,"33","18",,,,,,,,,,,,,,,,,"    1",,,
"USW00014765","2013-01-19","13.87",,"49","20",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-01-20","14.99",,"55","30",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-01-21","6.04",,"30","20","    1",,,,,,,,,,,"    1",,,,,"    1",,,
"USW00014765","2013-01-22","10.96",,"25","13","    1",,,,,,,,,,,"    1",,,,,"    1",,,
"USW00014765","2013-01-23","11.63",,"16","9",,,,,,,,,,,,,,,,,"    1",,,
"USW00014765","2013-01-24","12.30",,"20","4",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-01-25","7.61",,"24","9","    1",,,,,,,,,,,"    1",,,,,"    1",,,
"USW00014765","2013-01-26","9.62",,"26","12",,,,,,,,,,,,,,,,,"    1",,,
"USW00014765","2013-01-27","8.50",,"32","11",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-01-28","3.13",,"33","19",,,,"    1",,,,,,,,,"    1",,"    1",,"    1",,,
"USW00014765","2013-01-29","3.80",,"35","29","    1",,,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00014765","2013-01-30","13.20",,"60","34","    1",,,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00014765","2013-01-31","23.04",,"62","31","    1",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00014765","2013-02-01","13.20",,"33","21",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-02-02","9.40",,"31","19",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-02-03","6.93",,"34","21",,,,,,,,,,,,,,,,,"    1",,,
"USW00014765","2013-02-04","9.62",,"33","21",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-02-05","4.47",,"26","22","    1",,,,,,,,,,,"    1",,,,,"    1",,,
"USW00014765","2013-02-06","8.05",,"40","26","    1",,,,,,,,,,,"    1",,,,,"    1",,,
"USW00014765","2013-02-07","6.04",,"33","19",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-02-08","16.55",,"33","21","    1",,"    1",,,,,,,,,"    1",,,,,"    1",,,
"USW00014765","2013-02-09","18.12",,"25","16",,,,,,,,,"    1",,,"    1",,,,,"    1",,,
"USW00014765","2013-02-10","6.04",,"38","13","    1",,,,,,,,,,,"    1",,,,,,,,
"USW00014765","2013-02-11","6.26",,"46","15","    1","    1",,"    1",,,,,,,,,"    1",,,,,,,
"USW00014765","2013-02-12","7.83",,"44","29",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-02-13","5.37",,"41","28",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-02-14","6.26",,"44","26","    1",,,,,,,,,,,"    1",,,,,"    1",,,
"USW00014765","2013-02-15","5.59",,"48","25","    1",,,,,,,,,,,"    1",,,,,,,,
"USW00014765","2013-02-16","8.72",,"35","31",,"    1",,,,,,,,,,"    1",,,"    1",,"    1",,,
"USW00014765","2013-02-17","19.46",,"31","16",,,,,,,,,"    1",,,"    1",,,,,"    1",,,"    1"
"USW00014765","2013-02-18","13.87",,"30","15",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-02-19","6.49",,"47","18","    1",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00014765","2013-02-20","14.32",,"43","26",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-02-21","13.65",,"34","25",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-02-22","7.38",,"40","26",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-02-23","6.26",,"38","30",,,,"    1",,,,,,,,,"    1",,"    1",,"    1",,,
"USW00014765","2013-02-24","13.42",,"38","32","    1",,,,,,,,,,,"    1","    1",,"    1",,"    1",,,
"USW00014765","2013-02-25","5.82",,"42","29","    1",,,,,,,,,,,"    1",,,,,"    1",,,
"USW00014765","2013-02-26","4.70",,"44","34",,,,,,,,,,,,,"    1",,,,,,,
"USW00014765","2013-02-27","11.18",,"44","36","    1",,,,,,,,,,,"    1","    1",,"    1",,,,,
"USW00014765","2013-02-28","3.13",,"47","32","    1",,,,,,,,,,,,,,"    1",,,,,
"USW00014765","2013-03-01","9.62",,"49","36",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-03-02","6.93",,"41","34",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-03-03","7.61",,"44","32",,,,,,,,,,,,,,,,,"    1",,,
"USW00014765","2013-03-04","13.65",,"43","28",,,,,,,,,,,,,,,,,"    1",,,
"USW00014765","2013-03-05","9.40",,"47","31",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-03-06","17.90",,"43","32","    1",,,,,,,,,,,"    1","    1",,"    1",,"    1",,,
"USW00014765","2013-03-07","23.26",,"36","31","    1",,,,,,,,,,,,"    1",,"    1",,"    1","    1",,
"USW00014765","2013-03-08","19.24",,"40","30","    1",,,,,,,,,,,"    1",,,"    1",,"    1",,,
"USW00014765","2013-03-09","13.87",,"48","31",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-03-10","6.26",,"47","30",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-03-11","8.72",,"49","36","    1",,,,,,,,,,,"    1",,,,,,,,
"USW00014765","2013-03-12","11.41",,"54","40","    1",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00014765","2013-03-13","10.29",,"53","35",,,,,,,,,,,,,,,"    1",,,,,
"USW00014765","2013-03-14","12.53",,"36","24",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-03-15","12.53",,"43","24",,,,,,,,,,,,,,,,,"    1",,,
"USW00014765","2013-03-16","6.04",,"40","29",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-03-17","9.17",,"40","26",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-03-18","8.50",,"36","20",,"    1",,,,,,,,,,,,,,,"    1",,,"    1"
"USW00014765","2013-03-19","11.18",,"38","30",,"    1",,"    1",,,,,,,,,"    1",,,,"    1",,,
"USW00014765","2013-03-20","10.29",,"41","28",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-03-21","7.16",,"39","28",,,,,,,,,,,,"    1",,,,,"    1",,,
"USW00014765","2013-03-22","11.86",,"42","27",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-03-23","13.65",,"45","28",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-03-24","8.28",,"50","31",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-03-25","12.75",,"48","31","    1",,,,,,,,,,,"    1",,,"    1",,"    1",,,
"USW00014765","2013-03-26","9.40",,"49","34","    1",,,,,,,,,,,"    1",,,"    1",,"    1","    1",,
"USW00014765","2013-03-27","9.84",,"56","30",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-03-28","7.61",,"50","37",,,,,,,,,,,,,,,"    1",,,,,
"USW00014765","2013-03-29","6.93",,"59","38",,,,,,,,,,,,,,,"    1",,,,,
"USW00014765","2013-03-30","8.05",,"59","39",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-03-31","9.40",,"59","32","    1",,,,,,,,,,,"    1",,,"    1",,,,,
"USW00014765","2013-04-01","13.42","50","61","34","    1",,,,,,,,,,,,,,,,,,,
"USW00014765","2013-04-02","10.51","36","44","26",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-04-03","15.88","37","46","31",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-04-04","10.07","39","54","30",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-04-05","9.17","45","62","38",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-04-06","10.29","42","49","31",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-04-07","12.30","41","54","27",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-04-08","6.93","52","65","44",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-04-09","9.62","58","77","46",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-04-10","6.26","55","67","45",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-04-11","7.38","49","55","45",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-04-12","13.87","43","46","39","    1",,,,,,,,,,,,,,,,,,,
"USW00014765","2013-04-13","8.50","44","56","38",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-04-14","9.62","49","56","40",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-04-15","7.38","45","54","37",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-04-16","11.63","48","61","35","    1",,,,,,,,,,,,,,,,,,,
"USW00014765","2013-04-17","8.28","58","69","43",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-04-18","8.50","49","59","39",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-04-19","16.55","59","71","52","    1",,,,,,,,,,,,,,,,,,,
"USW00014765","2013-04-20","11.63","57","67","44","    1",,,,,,,,,,,,,,,,,,,
"USW00014765","2013-04-21","8.72","46","54","35",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-04-22","11.18","44","54","35",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-04-23","15.88","42","45","40","    1",,,,,,,,,,,,,,,,,,,
"USW00014765","2013-04-24","13.65","51","72","43",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-04-25","8.05","55","65","48","    1",,,,,,,,,,,,,,,,,,,
"USW00014765","2013-04-26","7.16","53","61","43",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-04-27","6.26","50","59","38",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-04-28","8.05","51","62","38",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-04-29","6.93","53","62","45",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-04-30","4.70","54","66","40","    1",,,,,,,,,,,,,,,,,,,
"USW00014765","2013-05-01","5.14","53","68","38",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-05-02","6.04","56","72","42",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-05-03","11.63","52","61","44",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-05-04","10.51","53","63","40",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-05-05","7.61","49","62","39",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-05-06","6.26","53","69","45",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-05-07","5.82","57","71","46",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-05-08","8.28","61","72","55","    1",,,,,,,,,,,,,,,,,,,
"USW00014765","2013-05-09","3.80","60","70","57",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-05-10","7.16","64","76","53",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-05-11","10.07","62","71","56",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-05-12","8.50","62","73","50",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-05-13","10.29","53","61","41",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-05-14","7.38","50","60","38",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-05-15","9.84","51","66","38",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-05-16","9.62","64","82","52",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-05-17","8.50","62","72","48",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-05-18","6.93","59","73","45",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-05-19","7.38","58","70","47","    1",,,,,,,,,,,,,,,,,,,
"USW00014765","2013-05-20","6.26","65","83","57","    1",,,,,,,,,,,,,,,,,,,
"USW00014765","2013-05-21","8.28","71","88","53",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-05-22","6.71","60","72","53","    1",,,,,,,,,,,,,,,,,,,
"USW00014765","2013-05-23","12.53","66","76","61","    1",,,,,,,,,,,,,,,,,,,
"USW00014765","2013-05-24","8.28","64","68","50","    1",,,,,,,,,,,,,,,,,,,
"USW00014765","2013-05-25","11.41","51","55","43","    1",,,,,,,,,,,,,,,,,,,
"USW00014765","2013-05-26","12.53","49","61","42",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-05-27","9.62","58","73","41",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-05-28","5.82","60","71","46","    1",,,,,,,,,,,,,,,,,,,
"USW00014765","2013-05-29","6.93","62","76","57",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-05-30","7.61","74","90","61",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-05-31","7.83","80","92","66","    1",,,,,,,,,,,,,,,,,,,
"USW00014765","2013-06-01","10.07","78","89","63",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-06-02","12.30","73","87","65",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-06-03","7.83","67","73","64",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-06-04","9.84","65","73","54",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-06-05","6.71","63","72","50",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-06-06","6.04","61","71","52","    1",,,,,,,,,,,,,,,,,,,
"USW00014765","2013-06-07","9.62","59","61","56","    1",,,,,,,,,,,,,,,,,,,
"USW00014765","2013-06-08","10.96","63","79","55",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-06-09","7.38","70","80","59",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-06-10","4.92","66","71","57","    1",,,,,,,,,,,,,,,,,,,
"USW00014765","2013-06-11","5.14","65","78","59",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-06-12","12.97","65","73","59",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-06-13","7.16","60","63","53","    1",,,,,,,,,,,,,,,,,,,
"USW00014765","2013-06-14","12.75","59","72","53","    1",,,,,,,,,,,,,,,,,,,
"USW00014765","2013-06-15","7.61","69","79","61",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-06-16","8.28","67","77","55",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-06-17","8.50","73","84","62",,,"    1",,,,,,,,,,,,,,,,,
"USW00014765","2013-06-18","5.82","68","80","59",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-06-19","8.50","65","76","57",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-06-20","5.82","66","79","53","    1",,,,,,,,,,,,,,,,,,,
"USW00014765","2013-06-21","8.50","69","82","57",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-06-22","8.50","71","83","61",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-06-23","9.84","73","87","63",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-06-24","8.72","80","93","70",,,"    1",,,,,,,,,,,,,,,,,
"USW00014765","2013-06-25","8.05","79","92","69",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-06-26","6.49","79","88","72","    1",,,,,,,,,,,,,,,,,,,
"USW00014765","2013-06-27","5.37","71","74","66",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-06-28","9.84","72","80","67",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-06-29","10.51","73","81","69","    1",,,,,,,,,,,,,,,,,,,
"USW00014765","2013-06-30","8.72","73","80","70",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-07-01","8.72","74","80","71","    1",,,,,,,,,,,,,,,,,,,
"USW00014765","2013-07-02","10.07","75","83","72","    1",,,,,,,,,,,,,,,,,,,
"USW00014765","2013-07-03","9.84","78","88","71",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-07-04","8.72","81","90","74",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-07-05","9.84","82","93","75",,,,,,,,"    1",,,,,,,,,,,,
"USW00014765","2013-07-06","8.50","83","93","75",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-07-07","6.93","84","95","75",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-07-08","8.28","82","92","70",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-07-09","4.47","73","79","68",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-07-10","7.61","76","85","73",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-07-11","6.49","76","79","71",,,,,,,,,,,,,,,,,,,,
"USW00014765","2013-07-12","11.63","74","78","67",,,,,,,,,,,,,,,,,,,,
