Exchange,Stock Symbol,Company Name,Last Sale,Market Capitalization,IPO Year,Sector,Industry
nyse,BLH,Blackrock New York Municipal 2018 Term Trust,14.8,53.7688144,2001.0,,
nyse,BQH,Blackrock New York Municipal Bond Trust,14.3,40.0415015,2002.0,,
nyse,BSE,Blackrock New York Municipal Income Quality Trust,13.29,86.6462814,2002.0,,
nyse,BCX,BlackRock Resources,8.65,856.8671316,2011.0,,
nyse,BST,BlackRock Science and Technology Trust,20.5,461.405636,2014.0,,
nyse,BSD,BlackRock Strategic Municipal Trust Inc. (The),13.66,99.80551962,1999.0,,
nyse,BUI,BlackRock Utility and Infrastructure Trust,20.71,350.14322444,2011.0,,
nyse,BLK,"BlackRock, Inc.",379.0,62094.527337,1999.0,Finance,Investment Bankers/Brokers/Service
nyse,BGB,Blackstone / GSO Strategic Credit Fund,16.05,716.8633311,2012.0,,
nyse,BGX,Blackstone GSO Long Short Credit Income Fund,16.2,205.774992,2011.0,,
nyse,BSL,Blackstone GSO Senior Floating Rate Term Fund,18.04,274.66221112,2010.0,,
nyse,BCRH,Blue Capital Reinsurance Holdings Ltd.,18.7,163.7385277,2013.0,Finance,Property-Casualty Insurers
nyse,BXC,BlueLinx Holdings Inc.,9.24,83.250552,2004.0,Capital Goods,Wholesale Distributors
nyse,BWP,Boardwalk Pipeline Partners L.P.,18.21,4557.90440022,2005.0,Public Utilities,Natural Gas Distribution
nyse,BA,Boeing Company (The),175.62,106791.88401198,,Capital Goods,Aerospace
nyse,BCC,"Boise Cascade, L.L.C.",28.8,1109.8364256,2013.0,Consumer Services,RETAIL: Building Materials
nyse,BCEI,"Bonanza Creek Energy, Inc.",0.8711,43.277034603299995,2011.0,Energy,Oil & Gas Production
nyse,BOOT,"Boot Barn Holdings, Inc.",10.25,272.083298,2014.0,Consumer Services,Clothing/Shoe/Accessory Stores
nyse,BAH,Booz Allen Hamilton Holding Corporation,34.34,5149.40274358,2010.0,Consumer Services,Professional Services
nyse,BWA,BorgWarner Inc.,38.01,8090.66579643,,Capital Goods,Auto Parts:O.E.M.
nyse,SAM,"Boston Beer Company, Inc. (The)",139.05,1730.8065204000002,,Consumer Non-Durables,Beverages (Production/Distribution)
nyse,BXP,"Boston Properties, Inc.",135.52,20849.64792064,1997.0,Consumer Services,Real Estate Investment Trusts
nyse,BXP^B,"Boston Properties, Inc.",25.75,0.0,,,
nyse,BSX,Boston Scientific Corporation,24.44,33457.661627,,Health Care,Medical/Dental Instruments
nyse,BOX,"Box, Inc.",16.98,2219.6678122800004,2015.0,Technology,Computer Software: Prepackaged Software
nyse,BYD,Boyd Gaming Corporation,21.38,2420.76713364,1993.0,Consumer Services,Hotels/Resorts
nyse,BP,BP p.l.c.,34.99,113338.89115986999,,Energy,Integrated oil Companies
nyse,BPT,BP Prudhoe Bay Royalty Trust,19.3,413.02,,Energy,Integrated oil Companies
