,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,Remodeled,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,Fireplaces,GarageArea,MSZoning,PavedDrive,Neighborhood,BldgType,HouseStyle,SalePrice
683,20,90.0,11248,9,5,2002,0,1668,1,0,2,0,3,1,702,RL,Y,CollgCr,1Fam,1Story,285000
684,60,58.0,16770,7,5,1998,0,1839,0,0,2,1,4,0,486,RL,Y,NoRidge,1Fam,2Story,221000
685,160,,5062,7,5,1984,0,2090,1,0,2,0,3,1,577,RL,Y,StoneBr,TwnhsE,2Story,207500
686,60,84.0,10207,7,6,2007,0,1761,0,0,3,0,3,0,578,FV,Y,Somerst,1Fam,2Story,227875
687,160,,5105,7,5,2004,0,1102,0,0,2,1,2,0,480,FV,Y,Somerst,TwnhsE,2Story,148800
688,20,60.0,8089,8,6,2007,0,1419,1,0,2,0,2,1,567,RL,Y,StoneBr,1Fam,1Story,392000
689,120,61.0,7577,6,5,2005,1,1362,0,0,2,0,2,1,460,RL,Y,NridgHt,TwnhsE,1Story,194700
690,120,,4426,6,5,2004,0,848,1,0,1,0,1,1,420,RM,Y,CollgCr,TwnhsE,1Story,141000
691,60,104.0,21535,10,6,1994,1,4316,0,1,3,1,4,2,832,RL,Y,NoRidge,1Fam,2Story,755000
692,60,42.0,26178,7,5,1989,1,2519,1,0,2,1,4,2,628,RL,Y,Timber,1Fam,2Story,335000
693,30,60.0,5400,5,6,1921,1,1073,0,0,1,0,2,0,326,RL,Y,OldTown,1Fam,1Story,108480
694,50,51.0,6120,5,6,1936,1,1539,0,0,1,1,3,0,576,RM,Y,BrkSide,1Fam,1.5Fin,141500
695,20,54.0,13811,6,6,1987,0,1137,1,0,2,0,2,1,551,RL,Y,Timber,1Fam,1Story,176000
696,30,50.0,6000,5,7,1921,1,616,0,0,1,0,2,0,205,RM,Y,BrkSide,1Fam,1Story,89000
697,20,57.0,6420,5,7,1952,0,1148,0,1,1,0,2,0,308,RL,Y,Edwards,1Fam,1Story,123500
698,20,65.0,8450,5,8,1965,1,894,1,0,1,0,3,1,336,RL,Y,Sawyer,1Fam,1Story,138500
699,120,59.0,4282,7,5,2004,0,1391,0,0,2,0,2,0,530,FV,Y,Somerst,TwnhsE,1Story,196000
700,20,85.0,14331,8,5,2002,0,1800,1,0,2,0,3,1,765,RL,Y,Timber,1Fam,1Story,312500
701,20,80.0,9600,7,5,1969,0,1164,0,0,1,1,3,0,528,RL,Y,NWAmes,1Fam,1Story,140000
702,60,82.0,12438,8,5,2006,0,2576,0,0,2,1,4,1,666,RL,Y,StoneBr,1Fam,2Story,361919
703,190,76.0,7630,5,9,1900,1,1812,0,0,2,0,4,1,672,RM,N,OldTown,2fmCon,2Story,140000
704,20,70.0,8400,7,5,2004,1,1484,1,0,2,0,3,0,606,RL,Y,CollgCr,1Fam,1Story,213000
705,190,70.0,5600,4,5,1930,1,1092,0,0,2,0,3,0,0,RM,N,IDOTRR,2fmCon,2Story,55000
706,20,,115149,7,5,1971,1,1824,1,0,2,0,2,2,739,RL,Y,ClearCr,1Fam,1Story,302000
707,120,48.0,6240,8,5,2006,0,1324,1,0,2,0,2,1,550,RL,Y,NridgHt,TwnhsE,1Story,254000
708,60,65.0,9018,7,5,2007,0,1456,0,0,2,1,3,1,400,RL,Y,Gilbert,1Fam,2Story,179540
709,20,,7162,5,7,1966,0,904,0,0,1,0,3,0,408,RL,Y,Sawyer,1Fam,1Story,109900
710,30,56.0,4130,3,6,1935,1,729,0,0,1,0,2,0,0,RL,N,BrkSide,1Fam,1Story,52000
711,50,66.0,8712,4,7,1900,1,1178,0,0,1,0,2,0,384,C (all),N,IDOTRR,1Fam,1.5Fin,102776
712,120,40.0,4671,8,5,1988,1,1228,1,0,2,0,2,1,472,RL,Y,StoneBr,TwnhsE,1Story,189000
713,190,60.0,9873,4,5,1970,0,960,1,0,1,0,3,0,576,RL,Y,BrkSide,2fmCon,1Story,129000
714,60,,13517,6,8,1976,1,1479,0,0,2,1,3,0,475,RL,Y,Sawyer,1Fam,2Story,130500
715,20,78.0,10140,6,5,1974,0,1350,0,0,2,0,3,1,478,RL,Y,NWAmes,1Fam,1Story,165000
716,70,60.0,10800,7,8,1890,1,2554,0,0,1,1,3,0,704,RM,P,OldTown,1Fam,2Story,159500
717,20,80.0,10000,5,6,1973,1,1178,0,1,1,1,3,1,439,RL,Y,NWAmes,1Fam,1Story,157000
718,60,96.0,10542,7,5,1993,1,2418,1,0,2,1,3,1,983,RL,Y,NoRidge,1Fam,2Story,341000
719,20,69.0,9920,5,6,1969,0,971,0,0,1,1,3,1,300,RL,Y,CollgCr,1Fam,1Story,128500
720,120,,6563,8,5,1985,0,1742,1,0,2,0,2,1,564,RL,Y,StoneBr,1Fam,1Story,275000
721,120,,4426,6,5,2004,0,848,1,0,1,0,1,0,420,RM,Y,CollgCr,TwnhsE,1Story,143000
722,20,70.0,8120,4,7,1970,0,864,0,0,1,0,3,0,463,RL,Y,NAmes,1Fam,1Story,124500
723,50,60.0,8172,4,6,1954,1,1470,0,0,2,0,4,0,548,RL,Y,Edwards,1Fam,1.5Fin,135000
724,20,86.0,13286,9,5,2007,1,1698,1,0,2,0,3,1,768,RL,Y,Edwards,1Fam,1Story,320000
725,20,60.0,6960,4,6,1970,0,864,0,0,1,0,3,0,660,RL,Y,NAmes,1Fam,1Story,120500
726,20,,21695,6,9,1988,1,1680,1,0,2,0,3,1,540,RL,Y,Crawfor,1Fam,1Story,222000
727,20,64.0,7314,7,5,2007,0,1232,1,0,2,0,2,0,632,RL,Y,CollgCr,1Fam,1Story,194500
728,90,85.0,11475,5,5,1958,0,1776,1,0,2,0,4,0,888,RL,Y,NAmes,Duplex,1Story,110000
729,30,52.0,6240,4,5,1925,1,1208,0,0,1,0,2,0,539,RM,Y,IDOTRR,1Fam,1.5Fin,103000
730,120,39.0,5389,8,5,1995,1,1616,1,0,2,0,2,1,608,RL,Y,StoneBr,TwnhsE,1Story,236500
731,80,73.0,9590,7,5,2003,0,1146,1,0,2,0,3,1,438,RL,Y,Timber,1Fam,SLvl,187500
732,60,75.0,11404,7,5,1998,1,2031,0,0,2,1,3,1,541,RL,Y,CollgCr,1Fam,2Story,222500
733,20,80.0,10000,5,6,1961,1,1144,1,0,1,0,3,1,264,RL,Y,Sawyer,1Fam,1Story,131400
734,20,,8978,5,5,1968,0,948,0,0,1,0,3,0,300,RL,Y,Sawyer,1Fam,1Story,108000
735,75,60.0,10800,7,7,1914,1,1768,0,0,1,1,2,2,320,RM,N,OldTown,1Fam,2.5Unf,163000
736,90,60.0,8544,3,4,1950,0,1040,0,0,2,0,2,0,400,RL,Y,NAmes,Duplex,1Story,93500
737,60,72.0,10463,8,5,2005,0,1801,0,0,2,1,3,1,800,RL,Y,Gilbert,1Fam,2Story,239900
738,90,60.0,10800,5,5,1987,1,1200,3,0,3,0,3,0,0,RL,Y,Edwards,Duplex,1Story,179000
739,60,65.0,9313,7,5,2004,0,1728,0,0,2,1,3,0,572,RL,Y,CollgCr,1Fam,2Story,190000
740,70,60.0,9600,5,7,1910,1,1432,0,0,2,0,2,0,360,RM,Y,OldTown,1Fam,2Story,132000
741,20,65.0,6768,6,8,1961,1,912,1,1,1,0,3,0,288,RL,Y,Sawyer,1Fam,1Story,142000
742,20,65.0,8450,7,5,2000,1,1349,0,0,2,0,3,0,539,RL,Y,SawyerW,1Fam,1Story,179000
743,80,70.0,12886,5,6,1963,1,1464,0,1,2,0,3,1,480,RL,Y,Sawyer,1Fam,SLvl,175000
744,120,41.0,5395,8,5,1993,0,1337,1,0,2,0,2,1,462,RL,Y,StoneBr,TwnhsE,1Story,180000
745,60,,8963,8,9,1976,1,2715,0,1,3,1,4,2,831,RL,Y,NWAmes,1Fam,2Story,299800
746,60,,8795,7,5,2000,0,2256,0,0,2,1,4,1,554,RL,Y,Gilbert,1Fam,2Story,236000
747,70,65.0,11700,7,7,1880,1,2640,0,0,1,1,4,1,864,RM,N,OldTown,1Fam,2Story,265979
748,20,59.0,10593,7,5,1996,0,1720,1,0,2,0,3,1,527,RL,Y,NoRidge,1Fam,1Story,260400
749,50,50.0,8405,4,3,1945,1,1529,0,0,2,0,4,0,240,RL,N,Edwards,1Fam,1.5Fin,98000
750,50,55.0,8800,4,7,1910,1,1140,0,0,1,0,3,0,0,RM,N,OldTown,1Fam,1.5Fin,96500
751,60,,7750,7,5,2003,0,1320,0,0,2,1,3,0,400,RL,Y,Gilbert,1Fam,2Story,162000
752,20,79.0,9236,6,5,1997,0,1494,1,0,2,0,3,0,576,RL,Y,CollgCr,1Fam,1Story,217000
753,60,80.0,10240,8,5,2005,0,2098,0,0,2,1,3,1,878,RL,Y,NridgHt,1Fam,2Story,275500
754,20,61.0,7930,6,8,1969,1,1026,1,0,1,0,3,0,440,RL,Y,NAmes,1Fam,1Story,156000
755,160,34.0,3230,6,5,1999,0,1471,0,0,2,1,3,0,440,FV,Y,Somerst,TwnhsE,2Story,172500
756,60,68.0,10769,8,5,2007,0,1768,0,0,2,1,3,0,578,RL,Y,CollgCr,1Fam,2Story,212000
757,60,,11616,6,5,1978,0,1386,0,0,2,1,3,1,440,RL,Y,Sawyer,1Fam,2Story,158900
758,160,24.0,2280,7,5,1999,0,1501,0,0,2,1,3,0,440,FV,Y,Somerst,Twnhs,2Story,179400
759,60,65.0,12257,8,5,1995,0,2531,0,0,2,1,4,1,752,RL,Y,NoRidge,1Fam,2Story,290000
760,20,70.0,9100,6,6,1959,0,864,0,0,1,0,2,0,300,RL,Y,NAmes,1Fam,1Story,127500
761,30,60.0,6911,5,5,1924,1,1301,0,0,1,0,2,0,440,RM,Y,BrkSide,1Fam,1Story,100000
762,60,72.0,8640,7,5,2009,0,1547,0,0,2,1,3,0,614,FV,Y,Somerst,1Fam,2Story,215200
763,60,82.0,9430,8,5,1999,0,2365,1,0,2,1,3,1,856,RL,Y,NoRidge,1Fam,2Story,337000
764,120,30.0,9549,8,5,1995,1,1494,1,0,1,1,2,1,481,RL,Y,Veenker,TwnhsE,1Story,270000
765,20,75.0,14587,9,5,2008,0,1506,0,0,2,0,2,1,592,RL,Y,Somerst,1Fam,1Story,264132
766,60,80.0,10421,7,5,1988,0,1714,0,0,2,1,3,1,496,RL,Y,NWAmes,1Fam,2Story,196500
767,50,75.0,12508,6,7,1940,1,1750,1,0,2,0,4,0,423,RL,Y,Mitchel,1Fam,1.5Fin,160000
768,20,70.0,9100,7,5,2004,1,1836,0,0,2,0,3,1,484,RL,Y,CollgCr,1Fam,1Story,216837
769,60,47.0,53504,8,5,2003,0,3279,1,0,3,1,4,1,841,RL,Y,StoneBr,1Fam,2Story,538000
770,85,,7252,5,5,1982,0,858,1,0,1,0,2,0,576,RL,Y,Sawyer,1Fam,SFoyer,134900
771,20,67.0,8877,4,5,1951,0,1220,0,0,1,0,2,0,396,RL,Y,Edwards,1Fam,1Story,102000
772,80,94.0,7819,6,5,1976,0,1117,1,0,1,0,3,1,672,RL,Y,Edwards,1Fam,SLvl,107000
773,20,70.0,10150,5,5,1958,0,912,0,0,1,0,2,0,275,RL,Y,NAmes,1Fam,1Story,114500
774,20,110.0,14226,8,5,2006,0,1973,0,0,2,0,3,1,895,RL,Y,NridgHt,1Fam,1Story,395000
775,120,32.0,4500,6,5,1998,0,1204,1,0,2,0,2,0,412,RM,Y,Mitchel,TwnhsE,1Story,162000
776,20,86.0,11210,7,5,2005,1,1614,0,0,2,0,3,0,865,RL,Y,CollgCr,1Fam,1Story,221500
777,20,100.0,13350,5,5,1974,0,894,1,0,1,0,3,1,440,RL,Y,Sawyer,1Fam,1Story,142500
778,90,60.0,8400,5,5,1977,0,2020,0,0,2,0,4,2,630,RH,Y,SawyerW,Duplex,1Story,144000
779,90,78.0,10530,6,5,1977,0,1004,1,0,1,0,2,0,504,RL,Y,Mitchel,Duplex,SFoyer,135000
780,20,63.0,7875,7,5,1995,1,1253,0,0,2,0,3,1,402,RL,Y,Gilbert,1Fam,1Story,176000
781,60,65.0,7153,6,5,1992,0,1603,0,0,2,1,3,0,484,RL,Y,SawyerW,1Fam,2Story,175900
782,20,67.0,16285,7,5,2001,1,1430,0,0,2,0,3,0,605,RL,Y,CollgCr,1Fam,1Story,187100
783,85,,9101,5,6,1978,0,1110,1,0,1,0,1,1,602,RL,Y,Mitchel,1Fam,SFoyer,165500
784,75,35.0,6300,6,6,1914,1,1484,0,0,2,0,3,1,0,RM,Y,OldTown,1Fam,2.5Unf,128000
785,20,,9790,6,5,1967,0,1342,0,0,2,0,3,1,457,RL,Y,NWAmes,1Fam,1Story,161500
786,50,60.0,10800,5,6,1915,1,1652,1,0,2,0,4,0,416,RM,Y,OldTown,1Fam,1.5Fin,139000
787,60,76.0,10142,7,5,2004,0,2084,1,0,2,1,4,0,618,RL,Y,SawyerW,1Fam,2Story,233000
788,20,50.0,6000,4,7,1954,1,901,0,0,1,0,2,0,281,RM,Y,OldTown,1Fam,1Story,107900
789,60,,12205,6,8,1966,1,2087,0,0,2,1,5,0,444,RL,Y,ClearCr,1Fam,2Story,187500
790,120,43.0,3182,7,5,2005,1,1145,0,0,2,0,2,1,397,RL,Y,Blmngtn,TwnhsE,1Story,160200
791,80,,11333,6,5,1976,0,1062,1,0,1,0,3,2,539,RL,Y,Mitchel,1Fam,SLvl,146800
792,60,92.0,9920,7,5,1996,1,2013,1,0,2,1,3,1,455,RL,Y,NoRidge,1Fam,2Story,269790
793,20,76.0,9158,8,5,2007,0,1496,0,0,2,0,3,0,474,RL,Y,Somerst,1Fam,1Story,225000
794,60,,10832,7,5,1994,1,1895,0,0,2,1,3,1,409,RL,Y,Gilbert,1Fam,2Story,194500
795,60,70.0,8400,6,6,1980,1,1564,0,0,2,1,3,1,476,RL,Y,SawyerW,1Fam,2Story,171000
796,20,71.0,8197,6,5,1977,0,1285,0,0,1,1,3,1,528,RL,Y,Sawyer,1Fam,1Story,143500
797,20,57.0,7677,5,5,1953,0,773,0,0,1,0,2,0,240,RL,Y,NAmes,1Fam,1Story,110000
798,60,104.0,13518,9,5,2008,1,3140,0,0,3,1,4,2,820,RL,Y,NridgHt,1Fam,2Story,485000
799,50,60.0,7200,5,7,1937,1,1768,1,0,1,1,3,2,240,RL,Y,SWISU,1Fam,1.5Fin,175000
800,60,79.0,12798,6,5,1997,0,1688,1,0,2,1,4,0,603,RL,Y,ClearCr,1Fam,2Story,200000
801,30,40.0,4800,4,7,1916,1,1196,1,0,1,0,2,0,440,RM,Y,IDOTRR,1Fam,1Story,109900
802,60,63.0,8199,7,5,2005,0,1456,1,0,2,1,3,1,410,RL,Y,CollgCr,1Fam,2Story,189000
803,60,107.0,13891,9,5,2008,1,2822,0,0,3,1,4,1,1020,RL,Y,NridgHt,1Fam,2Story,582933
804,20,75.0,9000,5,5,1954,0,1128,0,0,1,0,2,0,286,RL,Y,NAmes,1Fam,1Story,118000
805,20,91.0,12274,7,5,2008,0,1428,0,0,2,0,3,0,554,RL,Y,Somerst,1Fam,1Story,227680
806,80,75.0,9750,5,5,1967,0,980,0,0,2,0,3,0,384,RL,Y,NAmes,1Fam,SLvl,135500
807,70,144.0,21384,5,6,1923,1,1576,2,0,1,1,3,1,528,RL,Y,BrkSide,1Fam,2Story,223500
808,80,85.0,13400,5,5,1966,0,1086,1,0,1,0,3,1,484,RL,Y,NAmes,1Fam,SLvl,159950
809,75,90.0,8100,5,5,1898,1,2138,0,0,2,0,2,0,360,RM,N,OldTown,1Fam,2.5Unf,106000
810,20,78.0,10140,6,6,1974,1,1309,1,0,1,1,3,1,484,RL,Y,NWAmes,1Fam,1Story,181000
811,120,,4438,6,5,2004,0,848,1,0,1,0,1,1,420,RM,Y,CollgCr,TwnhsE,1Story,144500
812,20,66.0,8712,5,5,1952,0,1044,0,0,1,0,2,0,504,C (all),N,IDOTRR,1Fam,1Story,55993
813,20,75.0,9750,6,6,1958,0,1442,0,0,1,1,4,0,301,RL,Y,NAmes,1Fam,1Story,157900
814,50,45.0,8248,5,7,1918,1,1250,0,1,1,1,3,0,280,RL,P,Edwards,1Fam,1.5Fin,116000
815,20,48.0,12137,7,5,1998,0,1661,0,0,2,0,3,0,598,RL,Y,CollgCr,1Fam,1Story,224900
816,20,,11425,5,6,1954,0,1008,0,0,1,0,2,1,275,RL,Y,NAmes,1Fam,1Story,137000
817,20,,13265,8,5,2002,0,1689,1,0,2,0,3,2,857,RL,Y,Mitchel,1Fam,1Story,271000
818,80,80.0,8816,6,7,1971,0,1052,1,0,1,0,3,0,440,RL,Y,ClearCr,1Fam,SLvl,155000
819,120,44.0,6371,7,5,2009,1,1358,1,0,2,0,2,1,484,RL,Y,NridgHt,TwnhsE,1Story,224000
820,60,72.0,7226,7,5,2003,0,1640,0,0,2,1,3,0,595,RL,Y,CollgCr,1Fam,2Story,183000
821,20,60.0,6000,4,4,1953,0,936,0,0,1,0,2,0,576,RM,Y,OldTown,2fmCon,1Story,93000
822,60,,12394,7,5,2003,0,1733,0,0,2,1,3,1,433,RL,Y,Gilbert,1Fam,2Story,225000
823,50,60.0,9900,6,7,1940,1,1489,0,0,2,0,3,1,240,RL,Y,SWISU,1Fam,1.5Fin,139500
824,20,81.0,11216,8,5,2006,0,1489,0,0,2,0,3,1,776,FV,Y,Somerst,1Fam,1Story,232600
825,20,114.0,14803,10,5,2007,1,2084,1,0,2,0,2,1,1220,RL,Y,NridgHt,1Fam,1Story,385000
826,45,50.0,6130,5,6,1924,1,784,1,0,1,0,2,0,0,RM,Y,BrkSide,1Fam,1.5Unf,109500
827,20,65.0,8529,7,5,2001,0,1434,0,0,2,0,3,1,527,RL,Y,SawyerW,1Fam,1Story,189000
828,60,,28698,5,5,1967,0,2126,0,1,2,1,3,0,538,RL,Y,ClearCr,1Fam,2Story,185000
829,160,24.0,2544,7,5,2005,0,1223,0,0,2,1,2,0,480,FV,Y,Somerst,Twnhs,2Story,147400
830,20,80.0,11900,6,5,1957,0,1392,1,0,1,1,3,2,458,RL,Y,NAmes,1Fam,1Story,166000
831,160,30.0,3180,7,5,2005,0,1200,0,0,2,1,2,0,480,FV,Y,Somerst,TwnhsE,2Story,151000
832,60,44.0,9548,7,6,2003,0,1829,1,0,2,1,3,1,613,RL,Y,CollgCr,1Fam,2Story,237000
833,20,100.0,10004,6,6,1964,0,1516,0,0,1,1,3,0,472,RL,Y,NAmes,1Fam,1Story,167000
834,20,75.0,7875,5,6,1961,0,1144,1,0,1,0,3,0,456,RL,Y,NAmes,1Fam,1Story,139950
835,20,60.0,9600,4,7,1950,1,1067,0,0,2,0,2,0,436,RL,Y,Sawyer,1Fam,1Story,128000
836,30,90.0,8100,5,6,1948,1,1559,1,0,1,0,2,0,812,RM,Y,OldTown,1Fam,1Story,153500
837,160,21.0,1680,6,5,1973,0,987,1,0,1,1,2,0,264,RM,Y,BrDale,Twnhs,2Story,100000
838,20,75.0,9525,5,6,1995,1,1099,0,0,1,1,3,0,352,RL,Y,CollgCr,1Fam,1Story,144000
839,50,70.0,11767,5,6,1946,1,1200,0,0,1,0,3,0,240,RL,Y,Edwards,1Fam,1.5Fin,130500
840,70,,12155,6,8,1925,1,1482,0,0,2,0,4,0,400,RH,P,SWISU,1Fam,2Story,140000
841,70,60.0,10440,5,8,1904,1,1539,0,0,2,0,3,1,686,RM,P,OldTown,1Fam,2Story,157500
842,80,82.0,9020,6,7,1966,0,1165,1,0,1,1,3,0,490,RL,Y,NAmes,1Fam,SLvl,174900
843,90,80.0,8000,5,4,1961,0,1800,0,0,2,0,6,0,0,RL,Y,NAmes,Duplex,1Story,141000
844,50,100.0,12665,5,8,1915,1,1416,0,0,1,1,4,1,720,RM,Y,OldTown,1Fam,1.5Fin,153900
845,85,,16647,5,5,1975,1,1701,1,0,2,0,3,2,611,RL,Y,Sawyer,1Fam,SFoyer,171000
846,60,75.0,9317,7,5,1993,0,1775,1,0,2,1,3,1,425,RL,Y,SawyerW,1Fam,2Story,213000
847,20,36.0,15523,5,6,1972,0,864,1,0,1,0,3,1,338,RL,Y,CollgCr,1Fam,1Story,133500
848,50,75.0,45600,6,8,1908,1,2358,0,0,3,0,5,1,360,RL,Y,ClearCr,1Fam,1.5Fin,240000
849,80,80.0,9600,6,7,1976,1,1855,0,0,2,1,3,1,512,RL,Y,Veenker,1Fam,SLvl,187000
850,120,36.0,4435,6,5,2003,0,848,1,0,1,0,1,0,420,RM,Y,CollgCr,TwnhsE,1Story,131500
851,120,,3196,8,5,2003,0,1456,0,0,2,0,2,1,400,RL,Y,Blmngtn,TwnhsE,1Story,215000
852,75,53.0,7128,7,5,1941,1,1646,0,0,2,0,4,2,240,RL,Y,Crawfor,1Fam,2.5Unf,164000
853,80,,12095,6,6,1964,0,1445,0,0,1,1,3,1,645,RL,Y,NAmes,1Fam,SLvl,158000
854,20,102.0,17920,5,4,1955,1,1779,1,0,1,1,3,1,454,RL,Y,Sawyer,1Fam,1Story,170000
855,20,,6897,5,8,1962,1,1040,1,0,1,1,3,0,260,RL,Y,Sawyer,1Fam,1Story,127000
856,80,,10970,6,6,1978,0,1026,1,0,1,0,3,0,576,RL,Y,CollgCr,1Fam,SLvl,147000
857,60,65.0,8125,6,5,1994,1,1481,0,0,2,1,3,1,343,RL,Y,Gilbert,1Fam,2Story,174000
858,20,80.0,10400,7,5,1976,0,1370,0,0,2,0,3,1,479,RL,Y,NWAmes,1Fam,1Story,152000
859,60,,11029,6,7,1968,1,2654,1,0,2,1,4,1,619,RL,Y,NWAmes,1Fam,2Story,250000
860,50,55.0,7642,7,8,1918,1,1426,0,0,1,1,3,1,216,RL,Y,Crawfor,1Fam,1.5Fin,189950
861,190,75.0,11625,5,4,1965,0,1039,1,0,1,1,3,0,504,RL,Y,Sawyer,2fmCon,1Story,131500
862,20,81.0,9672,6,5,1984,1,1097,0,0,2,0,3,0,480,RL,Y,SawyerW,1Fam,1Story,152000
863,20,70.0,7931,5,5,1959,0,1148,1,0,1,0,3,0,672,RL,Y,NAmes,1Fam,1Story,132500
864,20,72.0,8640,7,5,2007,1,1372,0,0,2,0,3,0,529,FV,Y,Somerst,1Fam,1Story,250580
865,20,,8750,5,6,1970,0,1002,1,0,1,0,3,0,902,RL,Y,NAmes,1Fam,1Story,148500
866,20,67.0,10656,8,5,2006,1,1646,0,0,2,0,3,1,870,RL,Y,Timber,1Fam,1Story,248900
867,20,85.0,6970,4,5,1961,0,1120,1,0,1,1,3,0,544,RL,Y,Sawyer,1Fam,1Story,129000
868,60,,14762,5,6,1948,1,2320,0,0,2,0,2,1,672,RL,P,Gilbert,1Fam,2Story,169000
869,60,80.0,9938,7,5,1993,1,1949,1,0,2,1,3,1,574,RL,Y,SawyerW,1Fam,2Story,236000
870,20,60.0,6600,5,5,1962,0,894,0,0,1,0,2,0,308,RL,Y,NAmes,1Fam,1Story,109500
871,60,70.0,8750,6,5,1998,0,1682,0,0,2,1,3,0,523,RL,Y,CollgCr,1Fam,2Story,200500
872,20,74.0,8892,5,7,1953,1,910,0,0,1,0,3,0,414,RL,Y,NAmes,1Fam,1Story,116000
873,40,60.0,12144,5,7,1949,1,1268,0,0,1,0,3,1,288,RL,Y,NAmes,1Fam,1Story,133000
874,50,52.0,5720,5,6,1941,1,1131,0,0,1,1,3,0,200,RM,Y,OldTown,1Fam,1.5Fin,66500
875,60,75.0,9000,8,5,2007,0,2610,0,0,2,1,4,1,550,FV,Y,Somerst,1Fam,2Story,303477
876,20,94.0,25286,4,5,1963,0,1040,1,0,1,0,3,0,648,RL,Y,Mitchel,1Fam,1Story,132250
877,60,74.0,8834,9,5,2004,1,2224,1,0,2,1,4,1,738,RL,Y,NridgHt,1Fam,2Story,350000
878,85,88.0,11782,5,7,1961,1,1155,1,0,1,0,3,0,576,RL,Y,Sawyer,1Fam,SFoyer,148000
879,20,,7000,5,8,1978,1,864,1,0,1,0,3,0,336,RL,Y,CollgCr,1Fam,1Story,136500
880,20,60.0,7024,5,5,2005,1,1090,1,0,1,1,2,0,450,RL,Y,Edwards,1Fam,1Story,157000
881,50,44.0,13758,7,5,1990,1,1717,0,0,2,1,3,1,400,RL,Y,Timber,1Fam,1.5Fin,187500
882,60,,9636,6,5,1992,1,1593,0,0,2,1,3,1,389,RL,Y,Gilbert,1Fam,2Story,178000
883,75,60.0,6204,4,5,1912,1,2230,1,0,1,0,5,0,440,RL,Y,SWISU,1Fam,2.5Fin,118500
884,20,65.0,7150,5,5,1967,0,892,0,0,1,0,3,0,288,RL,Y,NAmes,1Fam,1Story,100000
885,120,50.0,5119,9,5,1999,1,1709,1,0,2,0,2,1,506,FV,Y,Somerst,TwnhsE,1Story,328900
886,90,70.0,8393,5,5,1959,1,1712,0,0,2,0,4,0,588,RL,Y,NAmes,Duplex,1Story,145000
887,50,59.0,16466,5,7,1955,0,1393,0,0,1,1,3,0,300,RL,Y,Edwards,1Fam,1.5Fin,135500
888,20,95.0,15865,8,6,1970,0,2217,1,0,2,0,4,1,621,RL,Y,NAmes,1Fam,1Story,268000
889,20,128.0,12160,6,4,1953,0,1505,1,0,1,0,2,1,505,RL,Y,NAmes,1Fam,1Story,149500
890,50,60.0,8064,5,7,1949,1,924,0,0,1,0,3,1,576,RL,Y,NAmes,1Fam,1.5Fin,122900
891,60,70.0,11184,6,5,1978,0,1683,0,0,2,1,3,1,440,RL,Y,Sawyer,1Fam,2Story,172500
892,20,70.0,8414,6,8,1963,1,1068,0,1,1,0,3,0,264,RL,Y,Sawyer,1Fam,1Story,154500
893,20,,13284,5,5,1954,0,1383,1,0,1,0,3,1,354,RL,Y,Sawyer,1Fam,1Story,165000
894,90,64.0,7018,5,5,1979,0,1535,0,0,2,0,4,0,400,RL,Y,SawyerW,Duplex,1Story,118858
895,60,71.0,7056,6,5,1963,0,1796,1,0,1,1,4,1,483,RL,Y,NAmes,1Fam,2Story,140000
896,30,50.0,8765,4,6,1936,1,951,0,0,1,0,2,0,327,RM,Y,IDOTRR,1Fam,1Story,106500
897,90,64.0,7018,5,5,1979,0,2240,0,0,2,0,6,0,528,RL,Y,SawyerW,Duplex,2Story,142953
898,20,100.0,12919,9,5,2009,1,2364,1,0,2,1,2,2,820,RL,Y,NridgHt,1Fam,1Story,611657
899,20,65.0,6993,5,7,1961,1,1236,0,0,1,0,3,1,288,RL,Y,Sawyer,1Fam,1Story,135000
900,20,,7340,4,6,1971,0,858,0,0,1,0,2,0,684,RL,Y,NAmes,1Fam,1Story,110000
901,20,64.0,8712,5,7,1957,1,1306,1,0,1,0,2,0,756,RL,Y,NAmes,1Fam,1Story,153000
902,60,63.0,7875,7,5,2003,0,1509,0,0,2,1,3,1,393,RL,Y,Gilbert,1Fam,2Story,180000
903,20,50.0,14859,7,5,2006,0,1670,0,0,2,0,3,1,690,RL,Y,Gilbert,1Fam,1Story,240000
904,20,,6173,5,6,1967,0,902,0,0,1,0,3,0,288,RL,Y,Sawyer,1Fam,1Story,125500
905,20,80.0,9920,5,5,1954,0,1063,1,0,1,0,3,0,280,RL,Y,NAmes,1Fam,1Story,128000
906,20,116.0,13501,8,5,2006,0,1636,1,0,2,0,3,1,865,RL,Y,Somerst,1Fam,1Story,255000
907,50,86.0,11500,7,7,1936,1,2057,0,0,1,1,3,1,180,RL,Y,Crawfor,1Fam,1.5Fin,250000
908,20,,8885,5,5,1983,0,902,1,0,1,0,2,0,484,RL,Y,Mitchel,1Fam,1Story,131000
909,60,149.0,12589,6,5,2005,0,1484,0,0,2,1,3,1,390,RL,Y,Gilbert,1Fam,2Story,174000
910,90,80.0,11600,5,5,1960,0,2274,0,0,2,0,5,0,480,RL,Y,NAmes,Duplex,2Story,154300
