No.,MLSID,StreetNumberNumeric,streetaddress,STREETNAME,PostalCode,StateOrProvince,City,SalesClosePrice,LISTDATE,LISTPRICE,LISTTYPE,OriginalListPrice,PricePerTSFT,FOUNDATIONSIZE,FENCE,MapLetter,LotSizeDimensions,SchoolDistrictNumber,DAYSONMARKET,offmarketdate,Fireplaces,RoomArea4,roomtype,ROOF,RoomFloor4,PotentialShortSale,PoolDescription,PDOM,GarageDescription,SQFTABOVEGROUND,Taxes,RoomFloor1,RoomArea1,TAXWITHASSESSMENTS,TAXYEAR,LivingArea,UNITNUMBER,YEARBUILT,ZONING,STYLE,ACRES,CoolingDescription,APPLIANCES,backonmarketdate,ROOMFAMILYCHAR,RoomArea3,EXTERIOR,RoomFloor3,RoomFloor2,RoomArea2,DiningRoomDescription,BASEMENT,BathsFull,BathsHalf,BATHQUARTER,BATHSTHREEQUARTER,Class,BATHSTOTAL,BATHDESC,RoomArea5,RoomFloor5,RoomArea6,RoomFloor6,RoomArea7,RoomFloor7,RoomArea8,RoomFloor8,Bedrooms,SQFTBELOWGROUND,AssumableMortgage,AssociationFee,ASSESSMENTPENDING,AssessedValuation
4719,RMLS,1775,1775 Bowsens Ln,Bowsens,55125,MN,WB - Woodbury,390000,3/9/2017 0:00,399900,Exclusive Right,409000,98.1873,1506,None,A2,93x135x124x139,833 - South Washington County,71,6/2/2017 0:00,1,16x12,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Informal Dining Room, Den, Amusement Room",,Main,No,,44,Attached Garage,2672,5176,Main,14x12,5176,2016,3972,,1997,Residential-Single,(SF) Two Stories,0.335,Central,,,Main Level,20x16,"Metal, Vinyl, Brick/Stone",Main,Main,16x12,"Separate/Formal Dining Room, Eat In Kitchen","Full, Drain Tiled, Sump Pump, Day/Lookout Windows",3,1,0,0,SF,4,"Main Floor 1/2 Bath, Upper Level Full Bath , Full Master, Full Basement, Separate Tub & Shower, Whirlpool",20x14,Upper,12x10,Upper,12x10,Upper,11x11,Upper,4,1300,,0,Unknown,0
4720,RMLS,1080,1080 Pelto Path,Pelto,55129,MN,WB - Woodbury,410000,3/31/2017 0:00,399911,Exclusive Right,410000,114.9103,1282,,B1,39x62x47x60x130x23x76,834 - Stillwater,47,5/17/2017 0:00,1,12x14,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Study, Laundry, Foyer, Loft, Game Room",,Main,No,,27,Attached Garage,2668,3878,Main,21x15,3878,2017,3568,,2004,Residential-Single,(SF) Two Stories,0.281,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Water Softener - Owned, Disposal, Air-To-Air Exchanger",,Main Level,,"Metal, Vinyl, Brick/Stone",,Main,16x11,"Separate/Formal Dining Room, Informal Dining Room, Eat In Kitchen","Full, Finished (Livable), Drain Tiled, Sump Pump, Day/Lookout Windows",2,1,0,0,SF,3,"Main Floor 1/2 Bath, Upper Level Full Bath , Private Master, Full Master, Separate Tub & Shower, Whirlpool",16x22,Upper,12x14,Upper,12x14,Upper,12x11,Upper,4,900,,0,No,0
4721,RMLS,3191,3191 Oak View Dr,Oak View,55129,MN,WB - Woodbury,399990,3/1/2017 0:00,399990,Exclusive Right,399990,183.0618,1107,None,B3,80 x 134,833 - South Washington County,13,3/14/2017 0:00,1,15.6x12,", Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Sitting Room, Laundry, Mud Room","Asphalt Shingles, Age 8 Years or Less",Main,No,None,13,Attached Garage,2185,0,,,0,2016,2185,,2017,Residential-Single,(SF) Two Stories,0.25,Central,"Range, Cooktop, Microwave, Dishwasher, Refrigerator, Disposal, Air-To-Air Exchanger",,"Main Level, Family Room",15.6x16,Shakes,Main,Main,10x13.7,"Separate/Formal Dining Room, Informal Dining Room, Eat In Kitchen, Breakfast Area, Kitchen/Dining Room","Full, Drain Tiled, Sump Pump, Egress Windows, Poured Concrete, Unfinished",2,1,0,0,SF,3,"Upper Level Full Bath , Private Master, Full Master, 3/4 Basement, Rough In, Separate Tub & Shower",14x16,Upper,10.6x10.7,Upper,10.9x10.9,Upper,10.9x9.8,Upper,4,0,,0,Unknown,0
4722,RMLS,11268,11268 Eagle View Bay,Eagle View Bay,55129,MN,WB - Woodbury,402000,8/11/2017 0:00,400000,Exclusive Right,435000,118.5142,1246,,C2,55x125x96x128,833 - South Washington County,89,11/8/2017 0:00,1,14x12,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Laundry, Loft, Informal Dining Room, Recreation Room, Deck","Asphalt Shingles, Age 8 Years or Less",Main,No,,14,"Attached Garage, Insulated Garage, Heated Garage, Driveway - Asphalt, Garage Door Opener",2492,5252,Main,11x10,5252,2016,3392,,2004,Residential-Single,(SF) Two Stories,0.215,Central,"Cooktop, Wall Oven, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer, Water Softener - Owned, Air-To-Air Exchanger",,"Main Level, Great Room",15x15,Vinyl,Main,Main,11x10,"Separate/Formal Dining Room, Informal Dining Room, Kitchen/Dining Room","Full, Finished (Livable), Drain Tiled, Sump Pump, Day/Lookout Windows, Egress Windows",2,1,0,1,SF,4,"Main Floor 1/2 Bath, Upper Level Full Bath , Private Master, Full Master, 3/4 Basement, Separate Tub & Shower",15x14,Upper,13x11,Upper,11x11,Upper,11x11,Upper,4,900,Not Assumable,120,Unknown,0
4723,RMLS,3161,3161 Arden Dr,Arden,55129,MN,WB - Woodbury,400000,6/22/2017 0:00,400000,Exclusive Right,410000,125.0391,1088,,C3,Irregular,833 - South Washington County,53,8/14/2017 0:00,1,15x12,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Fifth (5th) Bedroom, Amusement Room, Office, Deck, Laundry","Asphalt Shingles, Age Over 8 Years",Main,Not Disclosed,Shared,11,"Attached Garage, Tandem, Driveway - Asphalt, Garage Door Opener",2296,4904,Main,15x15,4904,2017,3199,,2005,Residential-Single,(SF) Two Stories,0.235,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Water Softener - Owned, Disposal, Electronic Air Filter, Air-To-Air Exchanger, Furnace Humidifier",,"Lower Level, Family Room",17x16,"Vinyl, Brick/Stone",Lower,Main,15x12,Informal Dining Room,"Full, Finished (Livable), Drain Tiled, Sump Pump, Day/Lookout Windows",2,1,0,1,SF,4,"Main Floor 1/2 Bath, Upper Level Full Bath , Private Master, Full Master, 3/4 Basement, Separate Tub & Shower, Whirlpool",17x14,Upper,15x10,Upper,16x10,Upper,12x10,Upper,5,903,Not Assumable,125,No,0
4724,RMLS,11115,11115 Dogwood Rd,Dogwood,55129,MN,WB - Woodbury,400000,6/19/2017 0:00,400000,Exclusive Right,400000,161.8778,1103,,C3,65x127,833 - South Washington County,18,7/7/2017 0:00,1,15x12,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Loft",Asphalt Shingles,Main,No,None,18,Attached Garage,2471,4678,Main,12x10,4678,2017,2471,,2006,Residential-Single,(SF) Two Stories,0.189,Central,"Range, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator",,Main Level,17x15,Cement Board,Main,Main,16x10,"Informal Dining Room, Eat In Kitchen","Walkout, Sump Pump",2,1,0,0,SF,3,"Main Floor 1/2 Bath, Upper Level Full Bath , Private Master, Full Master, Rough In, Separate Tub & Shower",18x16,Lower,13x10,Upper,13x11,Upper,11x10,Upper,4,0,Not Assumable,0,Unknown,0
4725,RMLS,10210,10210 Bald Eagle Trl,Bald Eagle,55129,MN,WB - Woodbury,395000,6/16/2017 0:00,400000,Exclusive Right,400000,156.6839,1234,,B3,Irregular,833 - South Washington County,13,6/29/2017 0:00,1,16x14,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Office",Asphalt Shingles,Main,No,,13,Attached Garage,2521,4738,Main,16x16,4829,2017,2521,,1999,Residential-Single,(SF) Two Stories,0.327,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Water Softener - Owned, Furnace Humidifier",,Main Level,15x12,"Shakes, Vinyl, Brick/Stone",Main,Main,16x11,Separate/Formal Dining Room,"Walkout, Full, Drain Tiled, Unfinished",2,1,0,0,SF,3,"Main Floor 1/2 Bath, Upper Level Full Bath , Full Master",15x14,Upper,12x11,Upper,12x11,Upper,11x11,Upper,4,0,Not Assumable,210,Yes,91
4726,RMLS,1040,1040 Autumn Bay,Autumn Bay,55125,MN,WB - Woodbury,395000,6/6/2017 0:00,400000,Exclusive Right,419900,143.3237,1040,None,E1,81x165,833 - South Washington County,55,7/31/2017 0:00,1,14x16,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Laundry, Foyer, Bonus Room, Porch","Asphalt Shingles, Pitched",Main,No,None,19,"Attached Garage, Driveway - Concrete",2132,4866,Main,12x16,4866,2017,2756,,1988,Residential-Single,(SF) Two Stories,0.308,Central,"Cooktop, Wall Oven, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Water Softener - Owned, Disposal, Furnace Humidifier",,Lower Level,12x23,Cement Board,Lower,Main,11x13,Informal Dining Room,"Full, Finished (Livable), Drain Tiled, Sump Pump, Concrete Block",1,1,0,2,SF,4,"Main Floor 1/2 Bath, Upper Level Full Bath , 3/4 Master, 3/4 Basement",16x14,Upper,13x10,Upper,12x11,Upper,11x11,Upper,4,624,Not Assumable,207,Unknown,0
4727,RMLS,2275,2275 Wildflower Ln,Wildflower,55129,MN,WB - Woodbury,406000,5/15/2017 0:00,400000,Exclusive Right,465000,104.3165,1131,,C2,-,833 - South Washington County,151,10/13/2017 0:00,1,13x11,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Office, Laundry, Mud Room",Asphalt Shingles,Main,No,None,36,"Attached Garage, Garage Door Opener",2742,5378,Main,17x14,5378,2017,3892,,2005,Residential-Single,(SF) Two Stories,0.17,Central,"Range, Wall Oven, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer, Tankless Water  Heater, Water Softener - Owned, Air-To-Air Exchanger",,Lower Level,27x17,"Metal, Vinyl",Lower,Main,12x10,Informal Dining Room,"Walkout, Full, Finished (Livable)",2,1,0,1,SF,4,"Main Floor 1/2 Bath, Upper Level Full Bath , Private Master, 3/4 Master, Full Basement",21x16,Upper,12x12,Upper,14x11,Upper,16x13,Lower,4,1150,Not Assumable,121,No,0
4728,RMLS,2380,2380 Eagle Valley Dr,Eagle Valley,55129,MN,WB - Woodbury,395000,4/20/2017 0:00,400000,Exclusive Right,425000,103.9474,1600,,B2,79x152,833 - South Washington County,35,5/25/2017 0:00,1,13x11,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Informal Dining Room, Office, Laundry, Amusement Room, Billiard Room, Media Room","Asphalt Shingles, Age Over 8 Years",Main,No,,13,"Attached Garage, Driveway - Asphalt, Garage Door Opener",2600,5459,Main,16x13,5548,2017,3800,,1997,Residential-Single,(SF) Two Stories,0.256,Central,"Range, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer, Water Softener - Owned, Disposal",,"Main Level, Lower Level",30x14,"Metal, Vinyl, Brick/Stone",Main,Main,12x12,"Separate/Formal Dining Room, Informal Dining Room","Walkout, Drain Tiled, Drainage System, Sump Pump, Concrete Block",2,1,0,1,SF,4,"Main Floor 1/2 Bath, Upper Level Full Bath , Private Master, Full Master, 3/4 Basement, Separate Tub & Shower",18x15,Upper,12x12,Upper,11x11,Upper,13x9,Upper,4,1200,,210,Yes,89.23
4729,RMLS,2464,2464 Liberty Trl,Liberty,55129,MN,WB - Woodbury,400000,4/20/2017 0:00,400000,Exclusive Right,400000,132.9345,1019,,C3,0x0x0x0,834 - Stillwater,40,5/30/2017 0:00,1,13x10,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Family Room, Loft",Asphalt Shingles,Main,No,"Below Ground, Outdoor, Heated, Shared",40,"Attached Garage, Driveway - Asphalt, Garage Door Opener",2129,4275,Main,11x11,4366,2016,3009,,2009,Residential-Single,(SF) Two Stories,0.21,Central,"Range, Cooktop, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator, Freezer",,,16x13,"Metal, Vinyl, Cement Board",Main,Main,13x10,"Informal Dining Room, Eat In Kitchen, Kitchen/Dining Room","Full, Finished (Livable), Drain Tiled, Sump Pump, Day/Lookout Windows",2,1,0,1,SF,4,"Main Floor 1/2 Bath, Upper Level Full Bath , Upper Level 3/4 Bath, Private Master, Full Master, Bathroom Ensuite, 3/4 Basement",14x13,Upper,11x11,Upper,11x11,Upper,12x11,Lower,4,880,Not Assumable,143,Unknown,91
4730,RMLS,3649,3649 Commonwealth Rd,Commonwealth,55125,MN,WB - Woodbury,395000,3/27/2017 0:00,400000,Exclusive Right,424900,116.4162,1151,None,D3,85x125,833 - South Washington County,77,6/15/2017 0:00,3,14x9,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Informal Dining Room, Fifth (5th) Bedroom, Recreation Room, Deck, Patio","Asphalt Shingles, Pitched, Age Over 8 Years",Main,No,None,38,"Attached Garage, Driveway - Concrete, Garage Door Opener",2302,4718,Main,12x11,4718,2017,3393,,1997,Residential-Single,(SF) Two Stories,0.24,Central,"Range, Cooktop, Microwave, Dishwasher, Refrigerator, Water Softener - Owned, Disposal, Central Vacuum, Air-To-Air Exchanger, Furnace Humidifier",,Main Level,17x14,"Vinyl, Brick/Stone",Main,Main,13x10,"Separate/Formal Dining Room, Informal Dining Room, Breakfast Area","Walkout, Full, Finished (Livable), Drain Tiled, Drainage System, Sump Pump, Day/Lookout Windows, Poured Concrete",2,1,0,1,SF,4,"Main Floor 1/2 Bath, Upper Level Full Bath , Private Master, Full Master, Walk-In Shower, 3/4 Basement, Separate Tub & Shower",16x12,Upper,11x11,Upper,11x11,Upper,11x10,Upper,5,1091,Not Assumable,0,Yes,2779.21
4731,RMLS,3440,3440 Ridgestone Way,Ridgestone,55129,MN,WB - Woodbury,390000,3/9/2017 0:00,400000,Exclusive Right,400000,174.4186,1100,None,C3,70 x127x88x116,833 - South Washington County,27,4/5/2017 0:00,1,14 x 11,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Master Bath, Walk-In Closet, Laundry, Mud Room, Unfinished, Office","Asphalt Shingles, Pitched, Age 8 Years or Less",Main,No,None,27,"Attached Garage, Tuckunder, Driveway - Asphalt, Garage Door Opener",2236,5195,Main,15.5 x 15,5286,2016,2236,,2012,Residential-Single,(SF) Two Stories,0.221,Central,"Range, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer, Water Softener - Owned, Disposal, Furnace Humidifier",,"Main Level, Great Room, Entertainment/Media Center",,"Vinyl, Brick/Stone",,Main,11 x 15,"Informal Dining Room, Eat In Kitchen, Kitchen/Dining Room","Full, Drain Tiled, Egress Windows, Poured Concrete, Unfinished",2,1,0,0,SF,3,"Main Floor 1/2 Bath, Upper Level Full Bath , Private Master, Full Master, Walk-In Shower, Basement, Rough In, Separate Tub & Shower",15 x 15,Upper,13 x 10,Upper,11 x 12,Upper,10 x 12,Upper,4,0,,57,No,91
4732,RMLS,3936,3936 Arlington Dr,Arlington,55129,MN,WB - Woodbury,400000,3/1/2017 0:00,400000,Exclusive Right,400000,128.7416,1017,,B4,125x135,833 - South Washington County,68,5/8/2017 0:00,2,12x11,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Fifth (5th) Bedroom, Great Room, Deck","Asphalt Shingles, Age 8 Years or Less",Main,No,None,68,"Attached Garage, Driveway - Concrete, Garage Door Opener",2190,5064,Main,10x12,5064,2016,3107,,1998,Residential-Single,(SF) Two Stories,0.336,Central,"Range, Microwave, Exhaust Fan/Hood, Refrigerator, Water Softener - Owned, Disposal",,"Main Level, Lower Level, 2 or More",17x16,Metal,Main,Main,12x10,Informal Dining Room,"Finished (Livable), Drain Tiled, Sump Pump, Day/Lookout Windows",3,1,0,0,SF,4,"Main Floor 1/2 Bath, Upper Level Full Bath , Private Master, Full Basement, Whirlpool",9x13,Upper,10x13,Upper,10x13,Upper,10x10,Upper,5,917,,440,Unknown,0
4733,RMLS,9167,9167 Compass Pointe Rd,Compass Pointe,55129,MN,WB - Woodbury,400053,6/9/2017 0:00,400053,Exclusive Right,400053,141.3615,1526,,A1,36 x 138 x 43 x 138,833 - South Washington County,1,6/10/2017 0:00,1,13 x 11,", Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, , Recreation Room",,Main,No,,1,"Attached Garage, Driveway - Asphalt, Garage Door Opener",1526,264,Main,,0,2017,2830,,2017,Residential-Multi-Family,(TW) Twin Home,0.13,Central,,,,16 x 16,"Vinyl, Brick/Stone, Fiber Board",Main,Main,13 x 11,,Walkout,3,0,0,0,SF,3,,13 x 15,Main,12 x 11,Main,15 x 12,Lower,,,3,1304,,220,No,0
4734,RMLS,3927,3927 Bailey Ridge Dr,Bailey Ridge,55125,MN,WB - Woodbury,399000,4/11/2017 0:00,405000,Exclusive Right,419900,104.9724,1410,None,E4,81x130x96x130,833 - South Washington County,53,6/8/2017 0:00,2,15x12,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Fifth (5th) Bedroom, Den, Recreation Room, Bar/Wet Bar Room, Game Room",Asphalt Shingles,Main,No,None,26,"Attached Garage, Driveway - Asphalt",2501,5723,Main,14x11,5722.77,2017,3801,,1996,Residential-Single,(SF) Two Stories,0.262,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Water Softener - Owned, Disposal, Furnace Humidifier",,Main Level,17x12,"Vinyl, Brick/Stone",Main,Main,12x10,"Separate/Formal Dining Room, Informal Dining Room","Walkout, Finished (Livable), Drain Tiled, Sump Pump, Concrete Block",2,1,0,1,SF,4,"Main Floor 1/2 Bath, Upper Level Full Bath , Private Master, Full Master, 3/4 Basement, Separate Tub & Shower, Whirlpool",16x12,Upper,12x10,Upper,11x10,Upper,12x9,Upper,5,1300,,0,No,0
4735,RMLS,11434,11434 Wagon Wheel Curv,Wagon Wheel,55129,MN,WB - Woodbury,390000,10/28/2017 0:00,409000,Exclusive Right,409000,164.1414,1192,None,C3,135x53,833 - South Washington County,11,11/8/2017 0:00,1,15x11,"Living Room, Dining Room, , Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Loft, Laundry, Mud Room, Flex Room","Asphalt Shingles, Age 8 Years or Less",Main,No,Shared,11,Other,2376,4836,Main,18x15,4836,2017,2376,,2014,Residential-Single,(SF) Two Stories,0.2,Central,"Range, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator, Freezer, Tankless Water  Heater, Water Softener - Owned, Other",,,,"Vinyl, Brick/Stone",,Main,15x11,,"Drain Tiled, Sump Pump, Egress Windows, Poured Concrete, Unfinished",2,1,0,0,SF,3,,16x14,Upper,12x11,Upper,12x11,Upper,11x10,Upper,4,0,,125,Unknown,0
4736,RMLS,2123,2123 Woodcrest Dr,Woodcrest,55129,MN,WB - Woodbury,400000,9/14/2017 0:00,409000,Exclusive Right,439000,117.8898,1188,,B2,80x227,833 - South Washington County,85,12/8/2017 0:00,1,13x11,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Fifth (5th) Bedroom, Recreation Room, Exercise Room, Sitting Room, Laundry","Asphalt Shingles, Age Over 8 Years",Main,No,,18,"Attached Garage, Driveway - Asphalt, Garage Door Opener",2340,5018,,,5108,2017,3393,,2005,Residential-Single,(SF) Two Stories,0.418,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Air-To-Air Exchanger",,"Main Level, Great Room",21x14,"Metal, Vinyl",Main,Main,13x12,,"Full, Finished (Livable), Drain Tiled, Sump Pump, Day/Lookout Windows",2,1,0,1,SF,4,"Main Floor 1/2 Bath, Upper Level Full Bath , Private Master, Full Master, 3/4 Basement, Separate Tub & Shower, Whirlpool",14x13,Upper,11x11,Upper,12x11,Upper,11x11,Upper,5,1053,,0,Unknown,0
4737,RMLS,7677,7677 Teal Alcove,Teal Alcove,55125,MN,WB - Woodbury,400000,10/17/2017 0:00,409900,Exclusive Right,419900,118.1335,1209,Invisible,D1,66x144x153x156,622 - North St Paul-Maplewood,42,11/28/2017 0:00,1,13x14,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Informal Dining Room, Office, Amusement Room",Asphalt Shingles,Main,No,None,35,"Attached Garage, Garage Door Opener",2486,4188,Main,13x13,4180,2017,3386,,1997,Residential-Single,(SF) Two Stories,0.36,Central,"Range, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer, Water Softener - Owned, Disposal",,"Main Level, Lower Level",13x15,"Vinyl, Brick/Stone",Main,Main,12x13,"Separate/Formal Dining Room, Informal Dining Room, Eat In Kitchen, Breakfast Area","Finished (Livable), Drain Tiled, Sump Pump, Day/Lookout Windows, Egress Windows",3,1,0,0,SF,4,"Main Floor 1/2 Bath, Upper Level Full Bath , Private Master, Full Master, Walk-In Shower, Full Basement, Separate Tub & Shower, Whirlpool",19x13,Upper,13x12,Upper,13x12,Upper,13x12,Upper,5,900,,150,No,0
4738,RMLS,11082,11082 Dogwood Ct,Dogwood,55129,MN,WB - Woodbury,420000,8/8/2017 0:00,409900,Exclusive Right,409900,161.0429,1354,,B3,68x141,833 - South Washington County,17,8/25/2017 0:00,1,18x20,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Mud Room",Asphalt Shingles,Main,No,,17,Attached Garage,2608,4819,Main,14x17,4819,2017,2608,,2007,Residential-Single,(SF) Two Stories,0.25,Central,"Cooktop, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer",,,,"Wood, Brick/Stone",,Main,16x12,,"Walkout, Full, Sump Pump, Concrete Block",2,1,0,0,SF,3,"Upper Level Full Bath , Full Master",17x14,Upper,15x12,Upper,14x13,Upper,11x14,Upper,4,0,Not Assumable,0,No,0
4739,RMLS,6289,6289 Kalen Dr,Kalen,55129,MN,WB - Woodbury,390000,6/9/2017 0:00,409900,Exclusive Right,425000,138.8394,1187,,C2,125x418,833 - South Washington County,67,9/8/2017 0:00,1,12X12,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Porch, Informal Dining Room","Asphalt Shingles, Age Over 8 Years",Main,No,,48,"Attached Garage, Insulated Garage, Heated Garage, Driveway - Concrete",2022,4453,Main,12X12,4830,2017,2809,,1988,Residential-Single,(SF) Two Stories,1.5,Central,"Range, Microwave, Dishwasher, Refrigerator, Water Softener - Owned, Disposal, Central Vacuum, Electronic Air Filter",,Main Level,12X12,"Metal, Vinyl",Main,Main,12X12,Informal Dining Room,"Full, Finished (Livable), Egress Windows",2,1,0,1,SF,4,"Main Floor 1/2 Bath, Upper Level Full Bath , 3/4 Master, Full Basement",14X12,Upper,12X12,Upper,12X11,Upper,12X11,Lower,4,787,,0,Yes,377.29
4740,RMLS,8567,8567 Beacon Alcove,Beacon Alcove,55125,MN,WB - Woodbury,408500,4/27/2017 0:00,409900,Exclusive Right,419900,130.72,1800,"Wood, Invisible",E4,100x119x109x126,833 - South Washington County,29,5/26/2017 0:00,2,20X14,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Den, Deck, Informal Dining Room",Asphalt Shingles,Main,No,None,9,"Attached Garage, Driveway - Asphalt",1800,5088,Main,20X14,5088,2016,3125,,1999,Residential-Single,(SF) One Story,0.28,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer",,"Main Level, Lower Level, Great Room",26X20,"Vinyl, Stucco",Lower,Main,12X11,"Separate/Formal Dining Room, Informal Dining Room, Eat In Kitchen","Walkout, Full, Finished (Livable), Day/Lookout Windows",2,1,0,0,SF,3,"Main Floor 1/2 Bath, Private Master, Full Master, Full Basement",17X15,Main,17x13,Lower,13x12,Lower,13x11,Lower,4,1325,Not Assumable,0,Unknown,0
4741,RMLS,11348,11348 Wagon Wheel Curv,Wagon Wheel,55129,MN,WB - Woodbury,409000,4/12/2017 0:00,409900,Exclusive Right,409900,131.5113,1019,,C3,62 X 137 X 82 X 137,833 - South Washington County,14,4/26/2017 0:00,0,13 X 9,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom","Asphalt Shingles, Age 8 Years or Less",Main,No,Shared,14,"Attached Garage, Driveway - Asphalt, Garage Door Opener",2200,4815,Main,11 X 10,4906,2016,3110,,2014,Residential-Single,(SF) Two Stories,0.22,Central,"Range, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator, Furnace Humidifier",,Main Level,16 X 12,"Vinyl, Fiber Board",Main,,,"Informal Dining Room, Eat In Kitchen","Full, Finished (Livable), Drain Tiled, Sump Pump, Egress Windows, Poured Concrete",3,1,0,0,SF,4,"Main Floor 1/2 Bath, Upper Level Full Bath , Private Master, Full Master, 3/4 Basement, Basement, Separate Tub & Shower",14 X 13,Upper,11 X 11,Upper,11 X 11,Upper,12 X 12,Lower,4,910,Not Assumable,120,Yes,91.01
4742,RMLS,2728,2728 Liberty Pl,Liberty,55129,MN,WB - Woodbury,409900,4/5/2017 0:00,409900,Exclusive Right,409900,129.962,1006,None,C3,60x129,834 - Stillwater,23,4/28/2017 0:00,1,16x14,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Laundry, Fifth (5th) Bedroom","Asphalt Shingles, Age 8 Years or Less",Main,No,None,23,Attached Garage,2354,1446,Main,16x14,1446,2016,3154,,2016,Residential-Single,(SF) Two Stories,0.204,Central,"Range, Microwave, Dishwasher, Refrigerator, Air-To-Air Exchanger",,"Lower Level, Great Room",28x16,Vinyl,Lower,Main,16x11,"Eat In Kitchen, Kitchen/Dining Room",Walkout,2,1,0,1,SF,4,"Main Floor 1/2 Bath, Upper Level Full Bath , Private Master, Full Master, Separate Tub & Shower",18x13,Upper,12x10,Upper,14x13,Upper,14x12,Upper,5,800,Not Assumable,0,Unknown,0
